id,comment,df
1543078229086163_1543098845750768,خدلك الكذب 😏😏 منتو بتحبو معها الف_وحده حتى لو أمها وستها حلوات بتحبوهن 😂,-1
1543078229086163_1543162405744412,خروف بحاول يقنع حبيبتو 😂😂😂,-1
1543241149069871_1543245039069482,خريه وانقسمت بخيط انتي_وياه حرقكم حلال,-1
1543078229086163_1543114985749154,خف علينا يا_ابو_عيون كرة ارضية انتاا😑,-1
1543169945743658_1543171979076788,خلي كبريائك ينفعك,-1
1543078229086163_1543210639072922,خلينا نفتح الصفحات القديمة 😓 هالحكي صح_ولا_لع,-1
1543169945743658_1543188642408455,خود_معك يود ^_^,-1
1543078229086163_1543083162419003,دشرك وراقنا مكشوفه 😂,-1
1543078229086163_1543093295751323,دقيقةة اصدق وارجع 😂💔,-1
1543078229086163_1543095395751113,ذكرتني بكذبت حليت الواجب بس والله نسيت الدفتر,-1
1543078229086163_1543210292406290,رجِأّلَ حٌبِ يِّمَوِتّوِ أّلَنَِّسأّء أّهِ مَيِّنِ ئأّلَ بِلَأّهِبِلَ هِهِهِهِهِهِهِهِهِ مََّستّحٌيِّلَهِ مَشٍ ئأّدِرهِ أّقِتّنِعٌ 😂😂😂😂😂😂 لَأّلَأّلَأّأّلَأّأّ ئوِلَوِ أّنِوِ مَزِّحٌحٌحٌ,-1
1543078229086163_1543207215739931,رجال مش_مسدء 😂,-1
1543045455756107_1543052709088715,رح أحكيلها ولا يهمك حبيبتي رح خليه بعيوني 😌😂😂😂,-1
1543045455756107_1543131305747522,رح احكيلها اخدته منك وحطلها ويلي بتحب النعنع وهاد النعنع نعنعنا واهززز انا وهوووو ويلاااا^,-1
1543241149069871_1543243799069606,رخيصة وخاينه ارمي في_اقرب مزبلة انتي وياه,-1
1543045455756107_1543047299089256,ردود عكسيه رح تكون بنات رح يحكو اشي وشباب اشي هلا شباب بطلق وبنات بطردنها ما_بعرف احنا شعب شرقي بغار وبحب تملك,-1
1543078229086163_1543105919083394,ركزلي ع_لماذا,-1
1543214122405907_1543256005735052,روح نام انت وأحلامك الباخسه,-1
1542625972464722_1542628309131155,زهققق 🐸🐸,-1
1543241149069871_1543250765735576,سارموتا مع احترامي للادمن ومع الاعتذار لكل الموجودين بالبيج انتي قليلة وعديمة شرف بس الواجب انك تموتي حرق لانك بلا_شرف  سلام,-1
1543078229086163_1543154962411823,سبحان_الله 😑 الاخلاص في_دمكم,-1
1543078229086163_1543089472418372,سبحان_الله كأني صدقت,-1
1542860079107978_1542862762441043,سبع سبع  زي زيك  بس_انا سالب,-1
1543078229086163_1543177912409528,سوبهان_الله,-1
1543078229086163_1543151195745533,سوبهان_الله 😑,-1
1543078229086163_1543182469075739,سووبهاان_الله 😮,-1
1543078229086163_1543114475749205,سوووبهاان_الله 😕😏  لن_اصدق ✋✋😒,-1
1543045455756107_1543046019089384,شاي,-1
1542625972464722_1542629865797666,شغل يلعنبو الشغل 😴,-1
1543067545753898_1543119435748709,شك ولا_قرض 🤔🤔,-1
1542961495764503_1542964849097501,شكلو ايفون ٩ نزل,-1
1543241149069871_1543257152401604,شكلو جوزك. مااء ماااء ماء,-1
1542883989105587_1542898465770806,شو_بدك بهالغلبه,-1
1543078229086163_1543251069068879,شو كذبه_نيسان عالبكير 😏😏,-1
1543056779088308_1543058999088086,شو_نوع السيارة🙂,-1
1543146485746004_1543175012409818,شو_هالهبل,-1
1543078229086163_1543101849083801,شوي بس لصدق,-1
1543078229086163_1543156145745038,شوي وبصدق 😏,-1
1543078229086163_1543243582402961,صحيح كلهن متن بعيوني,-1
1543067545753898_1543104562416863,صرماية عوجهو لانو الشك بقتل صاحبوووو وانتي اتركيه لانك ما_رح_ترتاحي معو 🙄🙄🙄,-1
1542883989105587_1542906239103362,صعبه,-1
1542624792464840_1542625245798128,صعبه,-1
1543146485746004_1543149382412381,طب احكيلها هالحكي ! شو هالهبل؟!,-1
1543146485746004_1543244805736172,طب احنا شو_نعمل متلا ،، هالحكي احكيلها اياه وخلص عاد,-1
1542624792464840_1542646422462677,طبعا_في ....  وجع السنان الله يفضح_عرضو,-1
1543067545753898_1543070072420312,طعجيه,-1
1542624792464840_1542976212429698,طيب في_اصعب من_انك تكوون بمكاان لحاالك .. ومعك دخان وفش_معك قدااحة 😢😢 من_قلب_الحدث 😂😂😂,-1
1543045455756107_1543081265752526,عادي الي_فات_مات  ههه,-1
1543067545753898_1543171702410149,عادي بصير يتعامل بالكمبيالات😂😂😂,-1
1543045455756107_1543100125750640,عادي بقولو خدها ولو_يزمه,-1
1542624792464840_1542933182434001,لاااااا اصعب وجع,-1
1543241149069871_1543247635735889,لازم نحرقك ونتي عايشة,-1
1543078229086163_1543139389080047,لان هيك ، احنا ضد الطبيعة 🐸,-1
1543078229086163_1543132349080751,لانا اوفيا مش_زي الغرب خون,-1
1543078229086163_1543157845744868,لانا هبل,-1
1543078229086163_1543180112409308,لانك انت ميت مش هنه,-1
1543078229086163_1543255852401734,لانك بتكنش شايف الا هي وحدها,-1
1543078229086163_1543099322417387,لانكم اوفياء,-1
1543078229086163_1543244932402826,لانكم كذابين,-1
1543078229086163_1543200209073965,لانها حتسود عيشك ي_جميل 😂,-1
1543078229086163_1543080372419282,لانو_هيك,-1
1543078229086163_1543085185752134,لانو_هيك 🐸,-1
1543078229086163_1543091325751520,لانو_هيك 😂😂,-1
1543078229086163_1543152419078744,لحالك يا_باشا ✋ تجمعش 🐸,-1
1543241149069871_1543247115735941,للاسف الي شبهك وسخت سمعت نسوان كتير تفو على تربايتك,-1
1543078229086163_1543095792417740,لماذا الادمن يكذب 😒😒,-1
1543078229086163_1543124989081487,لماذا انتم الرجال بتكذبوا حتى بهاي!?,-1
1543078229086163_1543114292415890,لماذا انتم تكذبون  .  بهاد البوست,-1
1543078229086163_1543089169085069,لماذا انتم تكذبون 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,-1
1543078229086163_1543176459076340,لماذا؟😒,-1
1543078229086163_1543084745752178,لمدة 3 أو 5 دقائق بس 🌚😂😂💔,-1
1543078229086163_1543088215751831,لمدة دقيقتين و بعدها بنرجع لاصلنا 🐸🐸,-1
1543045455756107_1543066885753964,لوقتو بيجي مكتو😂,-1
1543241149069871_1543249402402379,لونكم بتخافو من عقاب رب_العالمين ما_بتعملو هيك,-1
1543045455756107_1543105195750133,لي أضل ليوم العرس مش_عارف ماضيها قبل ما اخطبها بكون جايب خميرتها 😂😉,-1
1543078229086163_1543254159068570,من يتكلمم  انا لا_اسمع جيداً ف المكان_مظلم يا_ادمن,-1
1543169945743658_1543170565743596,منتا مجرد هاد التفكير جرحت كبريائك وعطوفتك 😪😪,-1
1543078229086163_1543232095737443,مين الاهبل اللي ضاحك عليك بهالحكي😂😂😂؟؟؟,-1
1543078229086163_1543129125747740,مين الي بحكي هيك وينه بدي شووفه ضروري نحكي بهلمووووضوع هاااد ازا_صحيح ي_ويل_قلبي انا_بس  ذبحتوني^,-1
1543078229086163_1543135502413769,مين الي طلع هاي الاشاعه 😏😏,-1
1543078229086163_1543087432418576,مين_حكا💔,-1
1543078229086163_1543119219082064,مين_حكالك هالحكي ولك الشباب انو حبو وحدة بتنفتح نفسه وبحب كل نسوان الارض حتى اللي بملجا العجزة,-1
1543078229086163_1543197882407531,مين_سمير 🤔😂,-1
1543214122405907_1543216555738997,مين نزار_قباني ع الخط,-1
1543200225740630_1543248309069155,مين هي طيب احكيلنا ؟؟,-1
1543078229086163_1543160599077926,مييييييين 😂😂😂😂,-1
1543078229086163_1543156059078380,ناولوني القزمه,-1
1542883989105587_1542886809105305,نرقص مثلاً💃؟ 😒😒,-1
1543078229086163_1543083092419010,نزاار كذابييي ههههه,-1
1543241149069871_1543244222402897,نشالله بعلقوكي ع حبل مشنقه يا_رخيصه الي بتخون جوزها حرقها حلال,-1
1543078229086163_1543079709086015,نصدمت من_كتر الكزبه 😧😧,-1
1543119012415418_1543120355748617,نضحك ولا_شو,-1
1543146485746004_1543197802407539,نعم انها مشكلة شمخاء تحتاج لقعدة_عرب و نرى من_المذنب يا_هذا ، حضرو المناسف 😂😂😂😂😂😂😂,-1
1542624792464840_1542825132444806,نعم صحيح وجع الطواحين,-1
1543119012415418_1543177585742894,نيالك انا بعيد_ميلادي ما_حد تزكر ولا_حتى عايد علي😢😭,-1
1543078229086163_1543078755752777,ها !  مين هاد ! انو هاد !  وين هاد ! 🐸,-1
2175444775831264_2175499735825768,حمادة حاول تحسن من كلامك خيي 😊,-1
2175444775831264_2175498955825846,م حد زعلني أخي جهاد,-1
2175444775831264_2175493932493015,ولا تخصص خيي,-1
2175444775831264_2175491875826554,للك اسكت,-1
2175444775831264_2175490845826657,مو الك خيي,-1
2175444775831264_2175490132493395,اسكت ولاك,-1
2175444775831264_2175487129160362,ههععهعه,-1
2175444775831264_2175486229160452,شايفنا شو مشان ما يتراهن,-1
2175444775831264_2175484659160609,لا سلام مع العدو,-1
2175444775831264_2175481452494263,ولو بعد حين,-1
2175444775831264_177430806170191,قال قدس ع الطلاق ماراح نشوفها,-1
2175444775831264_163100827761922,هيهم شايف روحو الناس قبضو 100 شيكل ههههه,-1
2175444775831264_2175498655825876,فاضي المهرجان والله حفلتي اكثر منها,-1
2175444775831264_177437512836187,إنخمد,-1
2175444775831264_1467582416689822,موزعينهم  يملوا المكان,-1
2175444775831264_177438039502801,لا كرسى فاضى,-1
2175444775831264_2175511615824580,حرام صوتك تعب اشرب مية احسنلك,-1
2175444775831264_2175509905824751,عاش احمد حنش قائد بلاحزكا,-1
2175444775831264_163116097760395,😂😂,-1
2175444775831264_163100834428588,😂😂,-1
2175444775831264_163098957762109,ولعت,-1
2175444775831264_2175489792493429,قاتل اباه لا يرث,-1
2175444775831264_1467555540025843,يا حج منيب الناس فاضيه لا شغله و لا عمله,-1
2175444775831264_1467562020025195,لا لسا 14.5,-1
2175444775831264_163113307760674,هارتس بتقول وصلوا سبعة مليون,-1
2175444775831264_163107737761231,التقديرات : اربعة مليون في المهرجان,-1
2175444775831264_163110064427665,مهرجان فتح معقول ؟؟,-1
2175444775831264_163115767760428,منيب لافي ليش مقهور انت,-1
2175444775831264_2175487379160337,قاتل اباه لا يرث,-1
2175444775831264_177434966169775,انا بقول  حماس صارت دحلان هههه في دعم,-1
2175444775831264_2175504725825269,بعديم محدا ميخذ راينااا يا اكابر,-1
2175444775831264_2175504282491980,طب اهدوا فش اشي مستاهل,-1
2175444775831264_177434899503115,كزابون حتى انخاع  في القلب غير الي تنطق بها حناجركم,-1
2175444775831264_177438236169448,ههههه صدق المشاعر هههعع كزابون ورب الكعبه,-1
2175444775831264_177437592836179,لا والله لن تكون خليل لاحد وانما حيه فقط,-1
2175444775831264_2175471479161927,فتح تمرض ولاتموت,-1
2175444775831264_177425192837419,اسمع بديش برم من ورا شاشة,-1
2175444775831264_163093497762655,سيبك من اخلاق حماس لزعلك,-1
2175444775831264_2175482822494126,الي بسكر الملف دايما معماتها شريك بالجريمة,-1
2175444775831264_163094624429209,ابو عمار تسمم,-1
2175444775831264_2175476852494723,مين قتله غير دحلان وعباس,-1
2175444775831264_163120864426585,والله كلكم نصبين,-1
2175444775831264_2175497049159370,😂😂😂 انتو جايبين كراسسسسسي,-1
2175444775831264_2175491569159918,لجنه التككافل 😂😂😂😂 فضضضضحتونا,-1
2175444775831264_163104327761572,احنا بمهرجان وحدة,-1
2175444775831264_2175488735826868,لن نعتررررررررف الي بيوم 11/11,-1
2175444775831264_2175488439160231,😂😂 هدول كلهم حماس 50 الف من حماس طالعين,-1
2175444775831264_2175492129159862,انتةما تفهم شي يا ولد,-1
2175444775831264_2175481545827587,يا ناس الحلال احنا في اللي كتلو احنا بدنا ناس بترش متنات شواكل,-1
2175444775831264_177436472836291,يا شيخ انخمد بكفي برم خلينا نشوف هلس غيرك,-1
2175444775831264_163102327761772,البدوي ان قال فعل,-1
2175444775831264_163101614428510,انت كون غالي وترضاش باقل من الف,-1
2175444775831264_177429622836976,يا عمي يكونو ألف انتو شو حارق رزكم ?,-1
2175774105798331_2175822645793477,الله يستر شكلها في حرب,-1
2175774105798331_2175790675796674,لعنة الله على حكام السعودية الخون,-1
2175774105798331_2175837542458654,يزينا من الكذب و  جيبولنا بن علي و مرتو,-1
2175774105798331_2175814832460925,اسرائيل اكلت بطيخ مبسمر 🐸,-1
2175774105798331_2175871275788614,على قولة عثمان القريني استر يلي بتستر,-1
2175774105798331_2176024079106667,روحت الخرا بالنهر لازم ما يخليهم يفلو ياخذهم رهاين,-1
2175774105798331_2175822975793444,طريق اتودي ما يجيب بلا من هل نجاسه,-1
2175774105798331_2175794469129628,أوف ولعت فورا,-1
2175774105798331_2176071492435259,Nadi Abdeen شكلو في وحدة على حزب الله,-1
2175774105798331_2175806812461727,علكت,-1
2175774105798331_2175785582463850,ولعة,-1
2175800169129058_2176090742433334,مبين عليه خنزير وعميل..,-1
2175800169129058_2175839522458456,الله يقطع حركة فتح على كل الحركات معها ماضيع الشعب غيرهم,-1
2175800169129058_2176014285774313,خاين بدعم خاين والشعب نايم,-1
2175800169129058_2175852939123781,يا حيف,-1
2175800169129058_2175984845777257,اشي بخزي فعلا,-1
2175800169129058_2175815312460877,حسبنى الله فيك,-1
2175800169129058_2176082119100863,تاريخ خيانة واضحة,-1
2175800169129058_2175963162446092,هذا خنزير.... نخجل من هل الأشكال,-1
2175800169129058_2175938559115219,شكله بهودي,-1
2175800169129058_2175929622449446,لا نافع حازم ولا عطالله منه وغاد,-1
2175800169129058_2175984029110672,بشتغل شغل مرتب لشلومو ههههنههه مختوم كاين,-1
2175800169129058_2176006259108449,يا حيف على الرجال اللي في خدمت العدو,-1
2175800169129058_2175829319126143,لا يمكن ان يصدر مثل هذا الكلام عن إنسان وطني فلسطيني الإنتماء,-1
2175800169129058_2175924215783320,احتمال يكون وريث ابو مازن,-1
2175800169129058_2175984082444000,عميل,-1
2175800169129058_2176011105774631,العرب كلهم خون وعلي راسهم امراء السعودية,-1
2175800169129058_2175975932444815,حازم عطالله انه الخنزير ابن الخنزير اليهودى بالوكاله,-1
2175800169129058_2175975785778163,اليوم فتح كلها على شاكلة عطا الله,-1
2175800169129058_2175977739111301,مثل ابوه الخيانه بدمه,-1
2175800169129058_2175905752451833,أبوه سلم المعارض السعودي ناصر السعيد للأمير فهد مقابل 5 ملايين دولار،,-1
2175800169129058_2175900125785729,لا حول ولا قوة الا بالله العلي العظيم,-1
2175800169129058_2176060869102988,عشم ابليس بالجنة,-1
2175800169129058_2175867109122364,يعني من الآخر كلب ابن كلب .وبيشتغل عند كلب ..شو بده يطلع منه ..بس ليوصل لغزة بعدين بنتفاهم....,-1
2175800169129058_2175819702460438,الله يخزيك,-1
2175800169129058_2175851169123958,واحد من ال اربعين حرامي تبعين عباس,-1
2175800169129058_2175835465792195,حازم عبد الله الخاين الصهيونى,-1
2175800169129058_2175851202457288,يعني خنزير من خنزير طز فيهم,-1
2175800169129058_2175834642458944,هادا كلب من هالكلاب,-1
2175800169129058_2175823735793368,جرو ابن كلب,-1
2175902055785536_2175943799114695,الله يخزيه,-1
2175932589115816_2176008972441511,والله طزطز واحد كلب,-1
2175932589115816_2175939879115087,كان يعجبني...  الآن سقط من عيني,-1
2175932589115816_2175962899112785,كلب إبن كلب,-1
2175932589115816_2175934375782304,يعني هامنا والله خبره.. كلب مثل باقي هالكلاب,-1
1596244930436159_1596347997092519,اسأل الله العظيم رب العرش العظيم ان يشفيك اللهم رب الناس اذهب البأس اشف أنت الشافي لا شفاء إلا شفائك شفاء لا يغادر سقما,1
1596244930436159_1596302510430401,اسأل الله العظيم رب العرش العظيم ان يشفيك اللهم رب الناس اذهب البأس اشف أنت الشافي لا شفاء إلا شفائك شفاء لا يغادر سقما,1
1596244930436159_1596376937089625,اسأل الله العظيم رب العرش العظيم ان يشفيك اللهم رب الناس اذهب البأس اشف أنت الشافي لا شفاء إلا شفائك شفاء لا يغادر سقما,1
1596244930436159_1596427203751265,اسأل الله العظيم رب العرش العظيم ان يشفيك اللهم رب الناس اذهب البأس اشف أنت الشافي لا شفاء إلا شفائك شفاء لا يغادر سقما,1
1596244930436159_1596354310425221,اسأل الله العظيم رب العرش العظيم ان يشفيك اللهم رب الناس اذهب البأس اشف أنت الشافي لا شفاء إلا شفائك شفاء لا يغادر سقما,1
1596244930436159_1596246183769367,الف سلامه عليه  والله يفرجها,1
1596244930436159_1596365423757443,الف سلامه عليه ربي يشافيه,1
1596342497093069_1596346257092693,القلبب ودقاتوو ❤️,1
1596244930436159_1596351870425465,اللة يشفية ويعافية يا_رب ويشفي كل مريض,1
1596244930436159_1596379673756018,اللةيشفية,1
1596213277105991_1596353403758645,الله 😍😍😍😍,1
1596244930436159_1596268350433817,الله الشافي يشفيك ويعافيك ياالله,1
1596164447110874_1596172970443355,الله يبشرك بالخير ع هالخبر 😂انا ببلش بحرف Sأكلت هوا هههههوكمان ساره ضميدي,1
1596408487086470_1596816600378992,الله يحماه ويبعد عنه كل شر 💛  اه بتبرع ❤ ❤ ❤  ولو يطلب عيوني بعطيه ياهم 😍,1
1596244930436159_1596269837100335,الله يسفيه يارب,1
1596244930436159_1596326173761368,الله يشافيك ويعافيك  يا اسلام,1
1596244930436159_1596294833764502,الله يشافيك ويعافيك يا اسلام يا_رب ويرجعك لأهلك سالم,1
1596244930436159_1596371823756803,الله يشافيه,1
1596244930436159_1596360553757930,الله يشافيه 😔,1
1596244930436159_1596809677046351,الله يشافيه ويبعد الاذى عنو وعن كل مريض بعاني 😭,1
1596244930436159_1596448720415780,الله يشافيه ويرجعو سالم يا_رب,1
1596244930436159_1596298047097514,الله يشافيه ويعافيه,1
1596244930436159_1596408290419823,الله يشافيه ويعافيه يا_رب,1
1596244930436159_1596323597094959,الله يشافيه ويعافيه يااا رب 💔,1
1596244930436159_1596324980428154,الله يشافيه ويعطيه الصحه يا_رب,1
1596244930436159_1596308163763169,الله يشافيه يا_رب,1
1596244930436159_1596295137097805,الله يشافيه يا_رب ويعاااافيه,1
1596244930436159_1596333470427305,الله يشافيه يا_رب ويعافيه يا_رب يا_رب,1
1596244930436159_1596357887091530,الله يشافيه ياربر,1
1596244930436159_1596405937086725,الله_يشفي,1
1596244930436159_1596363533757632,الله_يشفي ويشفي كل المريض,1
1596244930436159_1596340143759971,الله_يشفي ويعافي.  يارب.   اذا بدو. دم. احنا مستعدين,1
1596244930436159_1596812480379404,الله_يشفي يا_رب ويرجعوا سالم غانم,1
1596244930436159_1596734830387169,الله_يشفي يارب,1
1596244930436159_1596270037100315,الله_يشفية,1
1596244930436159_1596370013756984,الله_يشفية,1
1596244930436159_1596264533767532,الله_يشفية ويعافية يارب,1
1596244930436159_1596278690432783,الله_يشفيك,1
1596244930436159_1596706033723382,الله_يشفيك حبييي. وترجع بالسلامه  :(,1
1596244930436159_1596385067088812,الله_يشفيك ويردك لاهلك سالم يااااارب انت الشافي لا شفاء الا شفائك شفاء لا يغادر سقما .....,1
1596244930436159_1596408973753088,الله_يشفيك ويعافيك,1
1596244930436159_1596258767101442,الله_يشفيك ويعافيك يا اسلام ويرجعك لاهلك سالم غانم وتنور حياتهم وتنور البلد كلها,1
1596244930436159_1596567847070534,الله_يشفيك يا اخي  وترجعلنا سالم,1
1596244930436159_1596381700422482,الله_يشفيك يا اسلام   وترجع لبيتك سالم معافى بأذن الله,1
1596244930436159_1596358090424843,الله_يشفيك يا خيي و ترجعلي سالم  الله لا يضرك و يرجع لأهلك و لصحابك و حبايبك ياااا رب Islam Mhammad,1
1596244930436159_1596460023747983,الله_يشفيك يا_رب,1
1596244930436159_1596857877041531,الله_يشفيك يارب يا اسلام وترجع سالمه,1
1596244930436159_1596362183757767,الله_يشفيكك يخوي وترجع تنور بلدناا بوجودك  يا_ربب . الله لا يضرك بشي يا_ربب,1
1596244930436159_1596438713750114,الله_يشفيككك ياااارب👐👐👐,1
1596244930436159_1596281717099147,الله_يشفيه,1
1596244930436159_1596300257097293,الله_يشفيه,1
1596244930436159_1596248990435753,الله_يشفيه,1
1596244930436159_1596322343761751,الله_يشفيه,1
1596244930436159_1596266917100627,الله_يشفيه,1
1596126553781330_1596269653767020,اه عادي ازا مؤقته وفش شباب عندهم ...,1
1596144183779567_1596366393757346,اه عادي بس الانسان بهتم بنفسه عشان نفسه مش عشان يلفت نظر وعادي اه لازم الكل يهتم بنفسه بدون مبالغه طبعا,1
1596144183779567_1596216117105707,اه عادي بطلع وكثير بعملها,1
1596126553781330_1596807217046597,اه عادي بقبل ليش اموو غولة مثلا😒😒😒,1
1596126553781330_1596141247113194,اه عادي بوافق,1
1596144183779567_1596320310428621,اه عادي شو يعني المهم الثقة بالنفس تكون موجودة,1
1596144183779567_1596493200411332,اه عادي شو يعني بطلع ونادر جدا لحط بودرة مسكارة وحومرة بالمناسبات فقط,1
1596144183779567_1596170313776954,اه عادي وين المشكلة لا بستخدم واكس ولا جل ولا كريم وما بسشور وعادي اذا بدك احلق اللحية واطلع بحلقها وشو بدك كمان فش اي مشكلة😉,1
1596144183779567_1596145933779392,اه عملتها اكتر من مرة,1
1596126553781330_1596249610435691,اه ليش لاء بنهاية ازا انا كنت منيحه حتكون هي منيحه معي,1
1596408487086470_1596477127079606,اه ليه لا وقلبي بعطيه كمان,1
1596213277105991_1596220180438634,اه ماشاءالله,1
1596144183779567_1596400313753954,اه ممكن,1
1596408487086470_1596415103752475,اه ممكن مرات بلزم التضحية,1
1596778420382810_1596829533711032,اه ولله يا سلام على مراعات وضع الشباب,1
1596144183779567_1596280393765946,اها برمضان روحت عالقدس ولا اشي حطيت عالطبيعه,1
1596342497093069_1596348683759117,اهلي 😍,1
1596408487086470_1596410700419582,اهه بوافق ..,1
1596126553781330_1596129323781053,اوك بوافق بس لفتره مؤقته,1
1596408487086470_1596693490391303,اول شي بعيد الشر عن قلبة ... و اهه طبعا اكيد بدون متردد🌱🌼,1
1596408487086470_1596698133724172,اي بوافق,1
1596126553781330_1596469120413740,اي عادي ولو للابد ماعندي مشكلة بوافق طبعا,1
1596144183779567_1596376930422959,اي عادي🙈✋,1
1596126553781330_1596200700440582,اي وليش لا شو يعني لو عشتي فتره معهم بنفس البيت ماراح يصير شي بعدين بالنسبه لامو اعتبريها امك وتعاليلها بالمنيح بتيجيكي بالاحسن,1
1596126553781330_1596195407107778,ايه بعيش,1
1596144183779567_1596196870440965,ايه ممكن,1
1596308140429838_1596312800429372,بارك الله فيكي,1
1596408487086470_1596449003749085,ببيع عمري كلو فداااه وبدون تفكيررر ابو ميسي فراس,1
1596767033717282_1596787447048574,بتقدر تشتغل بالعمار وتحصل اقل شي ٣٥٠٠ يعني بنفع ع فكرة,1
1596126553781330_1596131807114138,برأيي قد منحط شروط ونخطط ونتهبل هسا كلو ع الفاضي بالاخر النصيب الي بدو يمشي 🌚 بعدين ازا كان الشب منيح وبستاهل هيك تضيحه ما في بنت بترفض ازا كانت بتفهم 🌸 لانو المصاري بتروح وبتيجي بس الشب الهني ما بتعوض,1
1596126553781330_1596174443776541,برضا بدون ما افكر مرتين,1
1596767033717282_1596795260381126,بس ربك بعين يااخي,1
1596144183779567_1596331113760874,بس مسكارة 😜,1
1596144183779567_1596197863774199,بعدين البنت الحلوة حلوة والبشعة بشعة حتى لو حطت مكياج  الملامح واضحةةة  بعدين هاي أمور خاصة بالبنات شو خصمكم,1
1596164447110874_1596171567110162,بعزم حالي من حالي 😂😂😂😎,1
1596408487086470_1596791353714850,بعطي عيووني ماا بغلاا علي شي حتى ككل حيااتي 😌✌,1
1596408487086470_1596411437086175,بعطيه حياتي بس يكون ابن حلال,1
1596408487086470_1596411103752875,بعطيه روحي ! بس يكون ابن حلال😁✋ والله لا يضر حد يا_رب,1
1596408487086470_1596412437086075,بعطيه ياها وبس اتعب برجعلي ياها ..وبس يتعب بعطيه ياها ..وبس ااتعب برجع باخدها منو وهكذا يعني لحدا ما الله يفرجها 😹😎🌚🌝,1
1596144183779567_1596148210445831,بعمري ما طلعت بمكياج ✋😌,1
1596408487086470_1596465890414063,بعيد الشر الله لاااا يقدر اكيد ااه وبعطيه عمري كمان 😵,1
1596778420382810_1596793100381342,بعين_الله,1
1596767033717282_1596769010383751,بعين_الله بتفرج 💚,1
1596408487086470_1596716967055622,بقبل اكيدد ✋✋💪💪 بس بعيدد الشر عنه,1
1596126553781330_1596476550412997,بقبل بدون تردد,1
1596408487086470_1596418227085496,بلا حب بلا زفت صحتي بالدنيا,1
1596126553781330_1596270223766963,بلكي بطل يحبها وضلت عايشة مع حماتها بتكون اكلتها 😂😂,1
1596342497093069_1596358727091446,بنتي .. قمة النكد المسائي حدا يوخدها ويعطيني بدالها جرابات شتوية😂😂😂,1
1596408487086470_1596785073715478,بوافق أكيد 😍❤,1
1596126553781330_1596189460441706,بوافق اذا فترة مؤقته حتى لو امو مننيحه بس للااززم يكون الي دار لحالي,1
1596408487086470_1596426930417959,بوافق المهم ما اشوفه موجوع,1
1596408487086470_1596416663752319,بوافق بدون اي تفكير  وين اوقع؟,1
1596408487086470_1596420217085297,بوافق بعطيه التنتين,1
1596408487086470_1596436017083717,بوافق طبعا  ليش لاء يعني هو مريض لازم أكون معه في السراء والضراء والحب فعل وتصرفات,1
1596408487086470_1596495307077788,بوافق طبعا  ليش لاء يعني هو مريض لازم أكون معه في السراء والضراء والحب فعل وتصرفات مع انو انا مش خاطب ولا شي بس حابت اعلقك,1
1596408487086470_1596410977086221,بوافق ليش لاء يعني هو مريض لازم أكون معه في السراء والضراء,1
1596408487086470_1596419907085328,بوافق وبكل حب ❤✌,1
1596442873749698_1596444757082843,بوكل كستنا تفضل 😂😂😂,1
1596342497093069_1596361610424491,بيعنيلي كتييير,1
1596767033717282_1596770450383607,تشتغلش بهاي البلاد  روح شوف كم بقبضو العامل في اسرائيل ومش شرط تشتغل هناك في أماكن عربيه متل ام الفحم وماشابه اشتغل هناك,1
1596767033717282_1596768080383844,تشتغلش عند حدا 🐸🚬,1
1596342497093069_1596383050422347,توأم رووووحي Meraj Majed,1
1596342497093069_1596441500416502,جوزي حبيبي 😍😍,1
1596328670427785_1596335323760453,حالقين جديد 😎😎,1
1596767033717282_1596770250383627,حاول تشتغل شغل تاني أو دور ع شغل بتاخد منو معاش اكتر,1
1596291983764787_1596328957094423,حُبّاً وخوفاً الحمد_لله .. أكبر نعمة 💚,1
1596342497093069_1596359663758019,حبيب البي ابو ادم,1
1596342497093069_1596409710419681,حبيب البي جوزي,1
1596342497093069_1596354043758581,حبيب القلب,1
1596342497093069_1596393840421268,حبيبتي,1
1338724576249408_1340598709395328,ان_شاء_الله تكون مصالحة بالفعل وماتكون ضحك على الشعب المعتر,1
1338609922927540_1338669569588242,ان_شاء_الله خير ياباشا😍,1
1346377122150820_1346453898809809,ان_شاء_الله سوريا تتأهل😍😍😍,1
1339189969536202_1339205166201349,ان_شاء_الله وجودهم بيكون بشري خير لكل الشعب ويوفقهم ويسدد خطاهم,1
1338724576249408_1338737806248085,ان_شاء_الله_يصطلحو.,1
1347772675344598_1347893155332550,ان_شاء_الله_يفوز الفدائي 😃,1
1338609922927540_1338724512916081,ان_شاءالله تدوم المصلاحة على طول وتقهر الأعداء يا_ربالعالمين,1
1346750918780107_1346760528779146,ان_شاءالله تفوز مصر يا_ربالعالمين,1
1338044766317389_1339492792839253,ان_شاءالله خييير,1
1346377122150820_1346484688806730,انا  من الجزائر اتمنى الفوز لي المنتخب المصري من كل قلبي,1
1346443225477543_1346793488775850,انا امي كانت شريكتي بالمقعد بالصف الاول😂😂,1
1347772675344598_1348520908603108,انا انسان عظيم يا قاسم من يطا اليك مليون تحيه,1
1348779811910551_1348788491909683,انا تاركة مباراة الأردن وبتابع مباراة سوريا🙃🙃💔👊,1
1339242682864264_1339765546145311,انا شايفة كل الشعب قلبوا صحافيين 😂😂😂,1
